Datetime,Open,High,Low,Close,Volume
2021-06-27 00:00:00,1.19347,1.19415,1.19296,1.19415,2960.950013935566
2021-06-28 00:00:00,1.19415,1.19438,1.19022,1.19286,82983.48505867273
2021-06-29 00:00:00,1.19287,1.19287,1.18775,1.19003,87514.89498654753
2021-06-30 00:00:00,1.19003,1.19087,1.1845,1.18558,98200.88476341963
2021-07-01 00:00:00,1.18559,1.18832,1.18373,1.1846,97891.39503639936
2021-07-02 00:00:00,1.18455,1.18739,1.1807,1.18622,93312.2902117148
2021-07-04 00:00:00,1.18622,1.18671,1.18555,1.18556,4983.060030162334
2021-07-05 00:00:00,1.18556,1.18798,1.18513,1.18631,59904.28500478715
2021-07-06 00:00:00,1.18623,1.1894,1.18068,1.18223,98055.19985085726
2021-07-07 00:00:00,1.18222,1.18353,1.17815,1.17938,98325.65998911858
2021-07-08 00:00:00,1.17928,1.18663,1.17834,1.18464,137221.47501695156
2021-07-09 00:00:00,1.18463,1.1881,1.18249,1.1871,95232.40996289253
2021-07-11 00:00:00,1.1871,1.18763,1.1865,1.18725,4242.300492405891
2021-07-12 00:00:00,1.18722,1.18796,1.1836,1.1863,75972.60001206398
2021-07-13 00:00:00,1.18627,1.18748,1.17721,1.17748,92556.29453337193
2021-07-14 00:00:00,1.17747,1.18384,1.17717,1.18333,80246.91016161442
2021-07-15 00:00:00,1.18329,1.18502,1.17962,1.1812,79818.10500907898
2021-07-16 00:00:00,1.18114,1.18217,1.17921,1.18047,71386.31004858017
2021-07-18 00:00:00,1.18047,1.18135,1.18033,1.1813,2502.4837990403175
2021-07-19 00:00:00,1.18125,1.18228,1.17636,1.17924,103838.74586071819
2021-07-20 00:00:00,1.17917,1.18017,1.17555,1.17817,104203.9498989582
2021-07-21 00:00:00,1.17811,1.18044,1.17518,1.17922,78190.68503290415
2021-07-22 00:00:00,1.17925,1.18295,1.17572,1.17727,115912.60698206723
2021-07-23 00:00:00,1.17722,1.17858,1.17544,1.17683,66091.64998093992
2021-07-25 00:00:00,1.17683,1.17741,1.17671,1.17728,1805.374485656619
2021-07-26 00:00:00,1.17729,1.18159,1.17632,1.18055,74770.19758224487
2021-07-27 00:00:00,1.18046,1.18407,1.17698,1.18204,70108.29504919052
2021-07-28 00:00:00,1.18205,1.18492,1.17721,1.18456,95631.14996553957
2021-07-29 00:00:00,1.18453,1.18942,1.18406,1.18903,65088.630512453616
2021-07-30 00:00:00,1.18902,1.19078,1.18515,1.18667,78399.0499099642
2021-08-01 00:00:00,1.18667,1.18694,1.18621,1.18661,1640.022497534752
2021-08-02 00:00:00,1.18662,1.18957,1.18587,1.1874,65757.14507366717
2021-08-03 00:00:00,1.18738,1.1893,1.18535,1.18695,60676.249328017235
2021-08-04 00:00:00,1.18693,1.18994,1.18326,1.18373,59235.19504928589
2021-08-05 00:00:00,1.18373,1.18555,1.1828,1.18338,52814.69008868933
2021-08-06 00:00:00,1.18332,1.18327,1.17543,1.17596,55120.8299382925
2021-08-08 00:00:00,1.17596,1.17609,1.17422,1.17489,6173.800009608269
2021-08-09 00:00:00,1.17477,1.17687,1.17344,1.17364,48502.48004478216
2021-08-10 00:00:00,1.17359,1.17422,1.17095,1.17201,75410.47999045998
2021-08-11 00:00:00,1.17195,1.17523,1.17059,1.17419,61035.41995153576
2021-08-12 00:00:00,1.17415,1.17481,1.17236,1.17357,45681.19002491236
2021-08-13 00:00:00,1.17357,1.18036,1.17302,1.17933,42818.64997971058
2021-08-15 00:00:00,1.17933,1.18005,1.17915,1.17943,2797.22997879982
2021-08-16 00:00:00,1.17939,1.18005,1.17672,1.17776,43659.30996090174
2021-08-17 00:00:00,1.17776,1.17835,1.17017,1.17096,59330.8700171113
2021-08-18 00:00:00,1.17092,1.1734,1.16936,1.17037,59219.22003775835
2021-08-19 00:00:00,1.17027,1.17036,1.16656,1.16763,63221.78999390453
