,Open,High,Low,Close,Volume
2012-05-24 04:29:00,1.25738,1.25753,1.25734,1.25752,1054599990.8447266
2012-05-24 04:30:00,1.25753,1.25755,1.2575,1.25755,860000000.0
2012-05-24 04:31:00,1.25755,1.25755,1.25737,1.25737,895400009.1552734
2012-05-24 04:32:00,1.25737,1.2575,1.25731,1.25749,983499984.7412108
2012-05-24 04:33:00,1.25751,1.25751,1.25747,1.25748,334799995.4223633
2012-05-24 04:34:00,1.25751,1.25753,1.25735,1.25736,405800018.3105469
2012-05-24 04:35:00,1.25736,1.2574,1.25718,1.25726,1496600036.6210938
2012-05-24 04:36:00,1.25725,1.25731,1.25715,1.25719,1245699996.9482422
2012-05-24 04:37:00,1.25719,1.2573,1.25718,1.25721,1011500015.2587892
2012-05-24 04:38:00,1.2572,1.25733,1.25714,1.25719,1172799987.7929688
2012-05-24 04:39:00,1.2572,1.25723,1.25713,1.25721,1201500015.258789
2012-05-24 04:40:00,1.25721,1.2573,1.2571,1.2573,1258899993.8964844
2012-05-24 04:41:00,1.2573,1.25735,1.2573,1.25731,779499969.4824219
2012-05-24 04:42:00,1.25731,1.25735,1.25724,1.25725,813399963.3789062
2012-05-24 04:43:00,1.25724,1.25733,1.25724,1.25733,544099998.4741211
2012-05-24 04:44:00,1.25734,1.25738,1.25724,1.25727,708199996.9482422
2012-05-24 04:45:00,1.25725,1.25732,1.25715,1.25731,1641199951.171875
2012-05-24 04:46:00,1.25731,1.25732,1.25723,1.25724,955199966.430664
2012-05-24 04:47:00,1.25724,1.25737,1.25724,1.25737,850899963.3789062
2012-05-24 04:48:00,1.25737,1.25741,1.25733,1.25738,1127799987.7929688
2012-05-24 04:49:00,1.25737,1.25737,1.25728,1.25728,862099990.8447266
2012-05-24 04:50:00,1.25728,1.25728,1.25719,1.25722,853899993.8964844
2012-05-24 04:51:00,1.25723,1.25733,1.25723,1.25729,930400009.1552734
2012-05-24 04:52:00,1.25731,1.2574,1.25731,1.2574,487500000.0
2012-05-24 04:53:00,1.2574,1.25742,1.25732,1.25732,760199966.4306641
2012-05-24 04:54:00,1.25733,1.25733,1.25727,1.2573,171100006.10351562
2012-05-24 04:55:00,1.25732,1.25736,1.2573,1.25733,427799987.7929688
2012-05-24 04:56:00,1.25733,1.25733,1.25719,1.25727,1171200027.4658203
2012-05-24 04:57:00,1.2573,1.2573,1.25727,1.25727,553499984.7412109
2012-05-24 04:58:00,1.25729,1.25734,1.25722,1.25725,1712500000.0
2012-05-24 04:59:00,1.25725,1.25729,1.25717,1.25717,1153399963.3789062
