Datetime,Open,High,Low,Close,Volume
2022-06-29 00:00:00,143.145,143.202,143.127,143.134,4747799987.792969
2022-06-29 00:01:00,143.133,143.243,143.095,143.238,4561099853.515625
2022-06-29 00:02:00,143.235,143.289,143.223,143.27,3082099914.5507812
2022-06-29 00:03:00,143.269,143.288,143.244,143.277,5677100219.7265625
2022-06-29 00:04:00,143.276,143.276,143.243,143.26,5007900085.449219
2022-06-29 00:05:00,143.26,143.277,143.252,143.259,3057600097.65625
2022-06-29 00:06:00,143.257,143.257,143.23,143.242,3333200073.2421875
2022-06-29 00:07:00,143.24,143.314,143.237,143.293,3306099853.515625
2022-06-29 00:08:00,143.296,143.304,143.282,143.293,3025899963.3789062
2022-06-29 00:09:00,143.293,143.294,143.248,143.272,2779700012.2070312
2022-06-29 00:10:00,143.272,143.285,143.266,143.275,2224700012.2070312
2022-06-29 00:11:00,143.272,143.314,143.27,143.293,2016199951.171875
2022-06-29 00:12:00,143.294,143.313,143.29,143.309,1981499938.9648438
2022-06-29 00:13:00,143.311,143.324,143.302,143.322,3454899902.34375
2022-06-29 00:14:00,143.322,143.326,143.298,143.324,1465399932.8613281
2022-06-29 00:15:00,143.325,143.368,143.317,143.348,2402799987.7929688
2022-06-29 00:16:00,143.348,143.409,143.341,143.405,2569500122.0703125
2022-06-29 00:17:00,143.406,143.408,143.369,143.388,1515800018.3105469
2022-06-29 00:18:00,143.389,143.392,143.357,143.366,1743399963.3789062
2022-06-29 00:19:00,143.369,143.393,143.367,143.382,2795199890.1367188
2022-06-29 00:20:00,143.381,143.385,143.369,143.376,1748399963.3789062
2022-06-29 00:21:00,143.376,143.385,143.349,143.35,2923699951.171875
2022-06-29 00:22:00,143.354,143.361,143.327,143.333,2722300109.8632812
2022-06-29 00:23:00,143.331,143.335,143.255,143.262,4523399963.378906
2022-06-29 00:24:00,143.262,143.273,143.229,143.26,2842999877.9296875
2022-06-29 00:25:00,143.258,143.323,143.258,143.319,2251999969.482422
2022-06-29 00:26:00,143.319,143.321,143.295,143.295,1458099975.5859375
2022-06-29 00:27:00,143.294,143.302,143.279,143.288,1389799957.2753906
2022-06-29 00:28:00,143.287,143.326,143.287,143.323,1915899963.3789062
2022-06-29 00:29:00,143.323,143.323,143.251,143.258,3777300109.8632812
2022-06-29 00:30:00,143.257,143.277,143.256,143.262,2487599945.0683594
2022-06-29 00:31:00,143.263,143.264,143.236,143.252,2348399963.3789062
2022-06-29 00:32:00,143.252,143.296,143.25,143.277,2260399932.861328
2022-06-29 00:33:00,143.277,143.281,143.257,143.281,1188399963.3789062
2022-06-29 00:34:00,143.282,143.286,143.245,143.252,1848300018.3105469
2022-06-29 00:35:00,143.259,143.259,143.226,143.238,3858599853.515625
2022-06-29 00:36:00,143.241,143.284,143.239,143.268,2517200012.2070312
2022-06-29 00:37:00,143.268,143.286,143.249,143.259,2598099975.5859375
2022-06-29 00:38:00,143.258,143.303,143.257,143.302,2999200134.2773438
