Datetime,Open,High,Low,Close,Volume
2022-07-04 00:00:00,134.999,135.046,134.988,135.046,4447300109.863281
2022-07-04 00:01:00,135.043,135.043,134.97,135.027,4262900085.4492188
2022-07-04 00:02:00,135.024,135.081,135.019,135.064,2879599914.5507812
2022-07-04 00:03:00,135.06,135.062,135.049,135.053,1991199951.171875
2022-07-04 00:04:00,135.051,135.055,134.991,134.992,1867599945.0683594
2022-07-04 00:05:00,134.991,135.021,134.958,134.959,2778900146.484375
2022-07-04 00:06:00,134.959,134.984,134.952,134.971,1607700042.7246094
2022-07-04 00:07:00,134.967,135.005,134.967,134.998,2218000030.517578
2022-07-04 00:08:00,134.998,134.998,134.952,134.98,3049400024.4140625
2022-07-04 00:09:00,134.982,134.982,134.957,134.978,3143599853.515625
2022-07-04 00:10:00,134.98,134.987,134.926,134.96,3634400024.4140625
2022-07-04 00:11:00,134.96,134.979,134.954,134.973,1864199981.6894531
2022-07-04 00:12:00,134.973,134.973,134.943,134.948,1112300033.569336
2022-07-04 00:13:00,134.948,134.971,134.946,134.962,1546900024.4140625
2022-07-04 00:14:00,134.961,134.97,134.941,134.942,1439799957.2753906
2022-07-04 00:15:00,134.942,134.949,134.929,134.933,2532799987.7929688
2022-07-04 00:16:00,134.931,134.951,134.9,134.907,2455899963.3789062
2022-07-04 00:17:00,134.906,134.945,134.889,134.935,1979700012.2070312
2022-07-04 00:18:00,134.932,134.935,134.916,134.92,1973399963.3789062
2022-07-04 00:19:00,134.918,134.922,134.904,134.908,2629200134.2773438
2022-07-04 00:20:00,134.908,134.937,134.908,134.931,1918699951.171875
2022-07-04 00:21:00,134.933,134.933,134.913,134.921,3815299987.7929688
2022-07-04 00:22:00,134.921,134.922,134.913,134.92,1510500030.5175781
2022-07-04 00:23:00,134.917,134.921,134.899,134.901,882500000.0
2022-07-04 00:24:00,134.901,134.917,134.882,134.915,1464700012.2070312
2022-07-04 00:25:00,134.915,134.916,134.904,134.908,1831499938.9648438
2022-07-04 00:26:00,134.906,134.906,134.889,134.891,1556900024.4140625
2022-07-04 00:27:00,134.891,134.904,134.89,134.902,777500000.0
2022-07-04 00:28:00,134.903,134.924,134.898,134.923,1140500030.5175781
2022-07-04 00:29:00,134.923,134.924,134.918,134.923,2308300018.310547
2022-07-04 00:30:00,134.922,134.979,134.922,134.968,2669299926.7578125
2022-07-04 00:31:00,134.968,134.973,134.961,134.961,1098099975.5859375
2022-07-04 00:32:00,134.96,134.971,134.958,134.969,1241299972.5341797
2022-07-04 00:33:00,134.967,134.968,134.945,134.945,4118900146.484375
2022-07-04 00:34:00,134.946,134.968,134.943,134.966,2793699951.171875
2022-07-04 00:35:00,134.964,134.988,134.962,134.986,1653300018.3105469
2022-07-04 00:36:00,134.984,135.008,134.978,135.008,2247799987.7929688
2022-07-04 00:37:00,135.009,135.053,135.009,135.043,2013399963.3789062
2022-07-04 00:38:00,135.043,135.07,135.032,135.061,1864600067.1386719
2022-07-04 00:39:00,135.062,135.067,135.033,135.042,1498099975.5859375
2022-07-04 00:40:00,135.047,135.079,135.046,135.066,1511100006.1035156
2022-07-04 00:41:00,135.065,135.074,135.058,135.058,1149000015.258789
2022-07-04 00:42:00,135.058,135.07,135.046,135.068,1469799957.2753906
2022-07-04 00:43:00,135.067,135.104,135.066,135.103,2451000061.0351562
2022-07-04 00:44:00,135.103,135.104,135.065,135.069,3369100036.6210938
2022-07-04 00:45:00,135.067,135.08,135.021,135.023,1715399932.8613281
2022-07-04 00:46:00,135.021,135.032,135.013,135.013,1796199951.171875
2022-07-04 00:47:00,135.015,135.023,135.008,135.012,1176600036.6210938
