Datetime,Open,High,Low,Close,Volume
2010-01-01 00:00:00,0.94345,0.94345,0.94345,0.94345,0.0
2010-01-01 00:01:00,0.94345,0.94345,0.94345,0.94345,0.0
2010-01-01 00:02:00,0.94345,0.94345,0.94345,0.94345,0.0
2010-01-01 00:03:00,0.94335,0.94335,0.94335,0.94335,17162280.082702637
2010-01-01 00:04:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:05:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:06:00,0.94343,0.94343,0.94343,0.94343,15404059.886932373
2010-01-01 00:07:00,0.94343,0.94343,0.94343,0.94343,0.0
2010-01-01 00:08:00,0.94343,0.94343,0.94343,0.94343,0.0
2010-01-01 00:09:00,0.94343,0.94343,0.94335,0.94335,37617239.9520874
2010-01-01 00:10:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:11:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:12:00,0.94338,0.94338,0.94338,0.94338,23588769.43588257
2010-01-01 00:13:00,0.94338,0.94338,0.94338,0.94338,0.0
2010-01-01 00:14:00,0.94338,0.94338,0.94338,0.94338,0.0
2010-01-01 00:15:00,0.9435,0.9435,0.9435,0.9435,14373149.871826172
2010-01-01 00:16:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:17:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:18:00,0.9435,0.9435,0.94338,0.94338,47723069.190979004
2010-01-01 00:19:00,0.94338,0.94338,0.94338,0.94338,0.0
2010-01-01 00:20:00,0.94338,0.94338,0.94338,0.94338,0.0
2010-01-01 00:21:00,0.94335,0.94347,0.94335,0.94347,53718290.32897949
2010-01-01 00:22:00,0.94347,0.94347,0.94347,0.94347,0.0
2010-01-01 00:23:00,0.94347,0.94347,0.94347,0.94347,0.0
2010-01-01 00:24:00,0.94343,0.9435,0.94343,0.9435,38869678.97415161
2010-01-01 00:25:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:26:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:27:00,0.9435,0.9435,0.9435,0.9435,11582429.4090271
2010-01-01 00:28:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:29:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:30:00,0.9435,0.9435,0.94335,0.94335,45512480.73577881
2010-01-01 00:31:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:32:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:33:00,0.9434,0.9434,0.9434,0.9434,13027880.191802979
2010-01-01 00:34:00,0.9434,0.9434,0.9434,0.9434,0.0
2010-01-01 00:35:00,0.9434,0.9434,0.9434,0.9434,0.0
2010-01-01 00:36:00,0.9435,0.9435,0.9435,0.9435,11963770.389556885
2010-01-01 00:37:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:38:00,0.9435,0.9435,0.9435,0.9435,0.0
2010-01-01 00:39:00,0.94343,0.94353,0.9434,0.94343,129015855.78918457
2010-01-01 00:40:00,0.94343,0.94343,0.94343,0.94343,0.0
2010-01-01 00:41:00,0.94343,0.94343,0.94343,0.94343,0.0
2010-01-01 00:42:00,0.9435,0.9435,0.94335,0.94335,39770879.7454834
2010-01-01 00:43:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:44:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:45:00,0.94353,0.94353,0.94335,0.94335,126792259.2163086
2010-01-01 00:46:00,0.94335,0.94335,0.94335,0.94335,0.0
2010-01-01 00:47:00,0.94335,0.94335,0.94335,0.94335,0.0
